|6.6.6
CM_hydrous_differentiated_Ganymede_Core80Fe20S_1.tab                                                
           2
T(K)    
   273.150000000000     
   5.53477564102564     
         313
P(bar)  
   1.00000000000000     
   277.240384615385     
         313
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  1756.47        4991.33        3412.09        6.15821        2.95831       0.416786E+007  0.475568E-004   895838.        298613.     
  1762.00        4991.33        3295.71        5.34149        2.56597       0.423698E+007  0.533465E-004   650989.        216996.     
  1767.54        4991.33        3293.54        5.31898        2.55515       0.424475E+007  0.538910E-004   645087.        215029.     
  1773.07        4991.33        3291.13        5.29585        2.54405       0.425252E+007  0.544167E-004   639022.        213007.     
  1778.61        4991.33        3288.85        5.27433        2.53371       0.425988E+007  0.549063E-004   633399.        211133.     
  1784.14        4991.33        3286.44        5.24770        2.52091       0.427004E+007  0.555012E-004   626559.        208853.     
  1789.68        4991.33        3283.97        5.22600        2.51049       0.427705E+007  0.559997E-004   620921.        206974.     
  1795.21        4991.33        3281.45        5.19936        2.49769       0.428708E+007  0.565971E-004   614138.        204713.     
  1800.75        4991.33        3279.41        5.18639        2.49146       0.429033E+007  0.569078E-004   610697.        203566.     
  1806.28        4991.33        3274.86        5.14829        2.47316       0.429747E+007  0.574889E-004   600922.        200307.     
  1811.82        4991.33        3272.54        5.12800        2.46341       0.430443E+007  0.579502E-004   595771.        198590.     
  1817.35        4991.33        3269.81        5.10271        2.45126       0.431322E+007  0.585234E-004   589417.        196472.     
  1822.89        4991.33        3267.22        5.07886        2.43981       0.432172E+007  0.590620E-004   583460.        194487.     
  1828.42        4991.33        3264.26        5.03744        2.41991       0.434071E+007  0.599547E-004   573462.        191154.     
  1833.96        4991.33        3261.66        5.01091        2.40717       0.435123E+007  0.605423E-004   566986.        188995.     
  1839.49        4991.33        3259.14        4.98685        2.39560       0.436050E+007  0.610776E-004   561119.        187040.     
  1845.03        4991.33        3256.49        4.96103        2.38320       0.437053E+007  0.616502E-004   554871.        184957.     
  1850.56        4991.33        3254.15        4.93264        2.36956       0.438376E+007  0.622581E-004   548144.        182715.     
  1856.10        4991.33        3250.74        4.91826        2.36265       0.438290E+007  0.626396E-004   544382.        181461.     
  1861.63        4991.33        3248.92        4.88924        2.34872       0.439876E+007  0.632335E-004   537677.        179226.     
  1867.17        4991.33        3246.42        0.00000        0.00000       0.442307E+007  0.641652E-004            NaN            NaN
  1872.70        4991.33        3243.96        4.81936        2.31515       0.443392E+007  0.646943E-004   521620.        173873.     
  1878.23        4991.33        3241.49        4.78655        2.29938       0.444887E+007  0.653982E-004   514149.        171383.     
  1883.77        4991.33        3236.97        4.79266        2.30232       0.443034E+007  0.654114E-004   514744.        171581.     
  1889.30        4991.33        3234.12        4.76551        2.28928       0.444113E+007  0.660008E-004   508482.        169494.     
  1894.84        4991.33        3231.24        4.73842        2.27626       0.445180E+007  0.665880E-004   502268.        167423.     
  1900.37        4991.33        3228.32        4.71138        2.26327       0.446235E+007  0.671730E-004   496102.        165367.     
  1905.91        4991.33        3225.27        4.68504        2.25062       0.447183E+007  0.677480E-004   490108.        163369.     
  1911.44        4991.33        3222.28        4.65808        2.23767       0.448217E+007  0.683288E-004   484035.        161345.     
  1916.98        4991.33        3219.36        4.62792        2.22318       0.449505E+007  0.689631E-004   477354.        159118.     
  1922.51        4991.33        3216.40        4.59779        2.20871       0.450780E+007  0.695948E-004   470725.        156908.     
  1928.05        4991.33        3213.40        4.56768        2.19424       0.452042E+007  0.702240E-004   464147.        154716.     
  1933.58        4991.33        3210.36        4.53760        2.17979       0.453292E+007  0.708507E-004   457620.        152540.     
  1939.12        4991.33        3207.28        4.50753        2.16535       0.454529E+007  0.714748E-004   451143.        150381.     
  1944.65        4991.33        3204.17        4.47748        2.15091       0.455753E+007  0.720964E-004   444715.        148238.     
  1950.19        4991.33        3201.01        4.44894        2.13720       0.456835E+007  0.726913E-004   438631.        146210.     
  1955.72        4991.33        3197.83        4.41890        2.12277       0.458036E+007  0.733078E-004   432299.        144100.     
  1961.26        4991.33        3194.70        4.38306        2.10555       0.459602E+007  0.740340E-004   424896.        141632.     
  1966.79        4991.33        3191.37        4.34500        2.08727       0.461252E+007  0.748020E-004   417115.        139038.     
  1972.33        4991.33        3189.82        4.34755        2.08849       0.460850E+007  0.747744E-004   417401.        139134.     
  1977.86        4991.33        3187.10        4.32385        2.07711       0.461768E+007  0.752599E-004   412511.        137504.     
  1983.40        4991.33        3184.35        4.30021        2.06575       0.462676E+007  0.757436E-004   407661.        135887.     
  1988.93        4991.33        3181.12        4.26712        2.04986       0.464041E+007  0.764103E-004   401004.        133668.     
  1994.47        4991.33        3177.45        4.22828        2.03120       0.465603E+007  0.771886E-004   393283.        131094.     
  2000.00        4991.33        3175.45        4.22130        2.02785       0.465700E+007  0.773512E-004   391738.        130579.     
  273.150        5268.57        2984.25        0.00000        0.00000       0.236229E+007  0.258344E-004            NaN            NaN
  278.685        5268.57        2982.26        0.00000        0.00000       0.242384E+007  0.293576E-004            NaN            NaN
  284.220        5268.57        2982.26        0.00000        0.00000       0.245963E+007  0.296839E-004            NaN            NaN
  289.754        5268.57        2981.38        0.00000        0.00000       0.249405E+007  0.299562E-004            NaN            NaN
  295.289        5268.57        2982.51        0.00000        0.00000       0.252743E+007  0.303066E-004            NaN            NaN
  300.824        5268.57        2982.16        0.00000        0.00000       0.255933E+007  0.305928E-004            NaN            NaN
  306.359        5268.57        3029.55        0.00000        0.00000       0.260237E+007  0.283076E-004            NaN            NaN
  311.893        5268.57        3029.30        0.00000        0.00000       0.263249E+007  0.285641E-004            NaN            NaN
  317.428        5268.57        3029.38        0.00000        0.00000       0.266171E+007  0.288211E-004            NaN            NaN
  322.963        5268.57        3029.41        0.00000        0.00000       0.268992E+007  0.290684E-004            NaN            NaN
  328.498        5268.57        3029.50        0.00000        0.00000       0.271723E+007  0.293110E-004            NaN            NaN
  334.033        5268.57        3029.47        0.00000        0.00000       0.274360E+007  0.295422E-004            NaN            NaN
  339.567        5268.57        3028.75        5.87165        2.82065       0.276884E+007  0.297413E-004   722908.        240969.     
  345.102        5268.57        3029.17        5.86989        2.81981       0.279379E+007  0.299764E-004   722575.        240858.     
  350.637        5268.57        3029.09        5.86824        2.81901       0.281776E+007  0.301867E-004   722150.        240717.     
  356.172        5268.57        3028.85        5.86661        2.81823       0.284095E+007  0.303849E-004   721691.        240564.     
  361.706        5268.57        3028.52        5.86498        2.81744       0.286342E+007  0.305737E-004   721210.        240403.     
  367.241        5268.57        3028.34        5.86326        2.81662       0.288531E+007  0.307630E-004   720744.        240248.     
  372.776        5268.57        3028.33        5.86151        2.81578       0.290665E+007  0.309548E-004   720313.        240104.     
  378.311        5268.57        3028.20        5.85969        2.81490       0.292735E+007  0.311360E-004   719835.        239945.     
  383.846        5268.57        3028.07        5.85797        2.81408       0.294749E+007  0.313145E-004   719384.        239795.     
  389.380        5268.57        3027.98        5.85610        2.81318       0.296710E+007  0.314883E-004   718901.        239634.     
  394.915        5268.57        3027.85        5.85431        2.81232       0.298619E+007  0.316579E-004   718430.        239477.     
  400.450        5268.57        3036.27        5.82317        2.79736       0.300367E+007  0.316413E-004   712785.        237595.     
